eps,eTiOT,eTAOT$(\omega = \omega_{\text{grid}} \;/\; 5)$,eTAOT$(\omega = \omega_{\text{grid}})$,eTAOT$(\omega = \omega_{\text{grid}} \times 5)$
0.005,0.3597122302158273,0.38848920863309355,0.3597122302158273,0.39568345323741005
0.01,0.3453237410071942,0.38129496402877694,0.36690647482014394,0.38129496402877694
0.015,0.36690647482014394,0.40287769784172667,0.38129496402877694,0.38129496402877694
0.02,0.38848920863309355,0.37410071942446044,0.38129496402877694,0.36690647482014394
0.025,0.39568345323741005,0.37410071942446044,0.41726618705035967,0.3597122302158273
0.03,0.41726618705035967,0.38848920863309355,0.40287769784172667,0.36690647482014394
0.035,0.4244604316546763,0.38129496402877694,0.41726618705035967,0.3525179856115108
0.04,0.41007194244604317,0.39568345323741005,0.40287769784172667,0.3597122302158273
0.045,0.41007194244604317,0.41726618705035967,0.40287769784172667,0.3597122302158273
0.05,0.4244604316546763,0.41007194244604317,0.40287769784172667,0.37410071942446044
0.055,0.41726618705035967,0.39568345323741005,0.40287769784172667,0.36690647482014394
0.06,0.41726618705035967,0.39568345323741005,0.40287769784172667,0.37410071942446044
0.065,0.39568345323741005,0.40287769784172667,0.41007194244604317,0.36690647482014394
0.07,0.39568345323741005,0.40287769784172667,0.38848920863309355,0.38848920863309355
0.075,0.38848920863309355,0.40287769784172667,0.37410071942446044,0.39568345323741005
0.08,0.39568345323741005,0.39568345323741005,0.36690647482014394,0.40287769784172667
0.085,0.40287769784172667,0.39568345323741005,0.36690647482014394,0.41007194244604317
0.09,0.39568345323741005,0.41007194244604317,0.38129496402877694,0.41726618705035967
0.095,0.40287769784172667,0.41007194244604317,0.38848920863309355,0.41726618705035967
0.1,0.40287769784172667,0.41726618705035967,0.39568345323741005,0.41007194244604317
