eps,eTiOT,eTAOT$(\omega = \omega_{\text{grid}} \;/\; 5)$,eTAOT$(\omega = \omega_{\text{grid}})$,eTAOT$(\omega = \omega_{\text{grid}} \times 5)$
0.01,0.42592592592592593,0.37037037037037035,0.38888888888888884,0.35185185185185186
0.02,0.42592592592592593,0.4629629629629629,0.4629629629629629,0.4814814814814815
0.03,0.42592592592592593,0.4814814814814815,0.4444444444444444,0.4444444444444444
0.04,0.5,0.5,0.4629629629629629,0.4629629629629629
0.05,0.4629629629629629,0.5185185185185186,0.5185185185185186,0.5
0.06,0.4814814814814815,0.4814814814814815,0.4814814814814815,0.5
0.07,0.4814814814814815,0.4814814814814815,0.4444444444444444,0.5
0.08,0.4629629629629629,0.4629629629629629,0.5555555555555556,0.5
0.09,0.4814814814814815,0.4629629629629629,0.5185185185185186,0.5
0.1,0.4814814814814815,0.5,0.4814814814814815,0.5
