eps,eTiOT,eTAOT$(\omega = \omega_{\text{grid}} \;/\; 5)$,eTAOT$(\omega = \omega_{\text{grid}})$,eTAOT$(\omega = \omega_{\text{grid}} \times 5)$
0.01,0.2731707317073171,0.24390243902439024,0.2878048780487805,0.30731707317073176
0.02,0.30731707317073176,0.23902439024390243,0.30243902439024395,0.29756097560975614
0.03,0.29756097560975614,0.25365853658536586,0.2634146341463415,0.2878048780487805
0.04,0.2878048780487805,0.2731707317073171,0.25365853658536586,0.2731707317073171
0.05,0.2634146341463415,0.25853658536585367,0.24878048780487805,0.30243902439024395
0.06,0.25853658536585367,0.2878048780487805,0.2780487804878049,0.3414634146341463
0.07,0.24390243902439024,0.30243902439024395,0.29756097560975614,0.3853658536585366
0.08,0.25853658536585367,0.29268292682926833,0.31707317073170727,0.4292682926829269
0.09,0.2829268292682927,0.31707317073170727,0.4,0.4536585365853658
0.1,0.2878048780487805,0.3219512195121951,0.41463414634146345,0.46829268292682924
