eps,eTiOT,eTAOT$(\omega = \omega_{\text{grid}} \;/\; 5)$,eTAOT$(\omega = \omega_{\text{grid}})$,eTAOT$(\omega = \omega_{\text{grid}} \times 5)$
0.01,0.5222222222222221,0.5222222222222221,0.47777777777777775,0.49444444444444446
0.02,0.5222222222222221,0.5277777777777778,0.4833333333333333,0.5111111111111111
0.03,0.5166666666666666,0.5166666666666666,0.4833333333333333,0.5333333333333333
0.04,0.5277777777777778,0.5,0.47777777777777775,0.5388888888888889
0.05,0.5111111111111111,0.5055555555555555,0.4666666666666667,0.5444444444444445
0.06,0.5111111111111111,0.5111111111111111,0.48888888888888893,0.5388888888888889
0.07,0.5111111111111111,0.49444444444444446,0.5055555555555555,0.5555555555555556
0.08,0.49444444444444446,0.5,0.5111111111111111,0.5388888888888889
0.09,0.4833333333333333,0.5277777777777778,0.49444444444444446,0.5166666666666666
0.1,0.5055555555555555,0.5277777777777778,0.4833333333333333,0.5055555555555555
