eps,eTiOT,eTAOT$(\omega = \omega_{\text{grid}} \;/\; 5)$,eTAOT$(\omega = \omega_{\text{grid}})$,eTAOT$(\omega = \omega_{\text{grid}} \times 5)$
0.01,0.2114285714285714,0.22857142857142854,0.22857142857142854,0.1885714285714286
0.02,0.22285714285714286,0.24,0.23428571428571432,0.18285714285714283
0.03,0.22857142857142854,0.2571428571428571,0.2571428571428571,0.19999999999999996
0.04,0.25142857142857145,0.2571428571428571,0.25142857142857145,0.22285714285714286
0.05,0.25142857142857145,0.2628571428571429,0.2571428571428571,0.22285714285714286
0.06,0.2571428571428571,0.26857142857142857,0.2628571428571429,0.22285714285714286
0.07,0.25142857142857145,0.2857142857142857,0.2628571428571429,0.23428571428571432
0.08,0.25142857142857145,0.2857142857142857,0.26857142857142857,0.25142857142857145
0.09,0.2628571428571429,0.2857142857142857,0.2914285714285715,0.2857142857142857
0.1,0.26857142857142857,0.29714285714285715,0.29714285714285715,0.2857142857142857
