eps,eTiOT,eTAOT$(\omega = \omega_{\text{grid}} \;/\; 5)$,eTAOT$(\omega = \omega_{\text{grid}})$,eTAOT$(\omega = \omega_{\text{grid}} \times 5)$
0.01,0.27338129496402874,0.28057553956834536,0.3381294964028777,0.3237410071942446
0.02,0.28057553956834536,0.3165467625899281,0.3237410071942446,0.3525179856115108
0.03,0.3165467625899281,0.3309352517985612,0.3381294964028777,0.3453237410071942
0.04,0.3309352517985612,0.3525179856115108,0.3525179856115108,0.3597122302158273
0.05,0.3381294964028777,0.3597122302158273,0.3381294964028777,0.38848920863309355
0.06,0.3309352517985612,0.3525179856115108,0.3453237410071942,0.3525179856115108
0.07,0.3165467625899281,0.36690647482014394,0.3309352517985612,0.37410071942446044
0.08,0.3237410071942446,0.3525179856115108,0.3309352517985612,0.38848920863309355
0.09,0.3381294964028777,0.3525179856115108,0.3381294964028777,0.41007194244604317
0.1,0.3453237410071942,0.3525179856115108,0.38129496402877694,0.4316546762589928
