eps,eTiOT,eTAOT$(\omega = \omega_{\text{grid}} \;/\; 5)$,eTAOT$(\omega = \omega_{\text{grid}})$,eTAOT$(\omega = \omega_{\text{grid}} \times 5)$
0.01,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.25
0.02,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.25
0.03,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.25
0.04,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.05,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.06,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.07,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.08,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.09,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.1,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
