eps,eTiOT,eTAOT$(\omega = \omega_{\text{grid}} \;/\; 5)$,eTAOT$(\omega = \omega_{\text{grid}})$,eTAOT$(\omega = \omega_{\text{grid}} \times 5)$
0.01,0.17470881863560728,0.19633943427620637,0.17138103161397666,0.2013311148086523
0.02,0.17470881863560728,0.19301164725457576,0.16971713810316136,0.2046589018302829
0.03,0.17304492512479197,0.19134775374376045,0.17470881863560728,0.21630615640599005
0.04,0.17138103161397666,0.19301164725457576,0.17637271214642258,0.23627287853577372
0.05,0.17470881863560728,0.19301164725457576,0.1797004991680532,0.2545757071547421
0.06,0.17138103161397666,0.19800332778702168,0.19301164725457576,0.27121464226289516
0.07,0.17304492512479197,0.2029950083194676,0.2046589018302829,0.2845257903494176
0.08,0.17138103161397666,0.20965058236272882,0.20965058236272882,0.29617304492512475
0.09,0.17304492512479197,0.21297836938435943,0.22462562396006658,0.3094841930116472
0.1,0.17304492512479197,0.21797004991680535,0.23460898502495842,0.31447587354409323
