eps,eTiOT,eTAOT$(\omega = \omega_{\text{grid}} \;/\; 5)$,eTAOT$(\omega = \omega_{\text{grid}})$,eTAOT$(\omega = \omega_{\text{grid}} \times 5)$
0.01,0.2646048109965635,0.2783505154639175,0.2680412371134021,0.2577319587628865
0.02,0.2680412371134021,0.3058419243986254,0.2577319587628865,0.2542955326460481
0.03,0.2680412371134021,0.2989690721649485,0.2646048109965635,0.2542955326460481
0.04,0.2577319587628865,0.261168384879725,0.2508591065292096,0.2474226804123711
0.05,0.2508591065292096,0.2680412371134021,0.2646048109965635,0.2714776632302406
0.06,0.2508591065292096,0.274914089347079,0.2680412371134021,0.261168384879725
0.07,0.2542955326460481,0.2852233676975945,0.3127147766323024,0.3058419243986254
0.08,0.2783505154639175,0.2920962199312714,0.3092783505154639,0.3539518900343642
0.09,0.2955326460481099,0.281786941580756,0.3127147766323024,0.3814432989690721
0.1,0.3298969072164949,0.2852233676975945,0.3505154639175257,0.4261168384879725
